identifier,full_link,title,weight,axis
coin-7510,https://catalog.princeton.edu/catalog/coin-7510,"Constantine II, follis, Antioch",1.34,9
coin-7511,https://catalog.princeton.edu/catalog/coin-7511,"Constantine II, follis, Antioch",1.48,6
coin-7512,https://catalog.princeton.edu/catalog/coin-7512,"Constantine II, follis, Antioch",1.33,6
coin-7513,https://catalog.princeton.edu/catalog/coin-7513,"Constantine II, follis, Antioch",1.388,11
coin-7514,https://catalog.princeton.edu/catalog/coin-7514,"Constantine II, follis, Antioch",1.65,6
coin-7515,https://catalog.princeton.edu/catalog/coin-7515,"Constantine II, follis, Antioch",1.86,11
coin-7516,https://catalog.princeton.edu/catalog/coin-7516,"Constantine II, follis, Antioch",1.132,6
coin-7517,https://catalog.princeton.edu/catalog/coin-7517,"Constantine II, follis, Antioch",1.67,6
coin-7518,https://catalog.princeton.edu/catalog/coin-7518,"Constantine II, follis, Antioch",,9
coin-7519,https://catalog.princeton.edu/catalog/coin-7519,"Constantine II, follis, Antioch",1.57,4
coin-752,https://catalog.princeton.edu/catalog/coin-752,"Anastasius I (491 to 518), 5 nummi, Antioch",1.53,10
coin-7520,https://catalog.princeton.edu/catalog/coin-7520,"Constans II (641 to 668), follis, Constantinople",2.15,2
coin-7521,https://catalog.princeton.edu/catalog/coin-7521,"diobol, Sicyon",2.04,11
coin-7522,https://catalog.princeton.edu/catalog/coin-7522,"diobol, Sicyon",3.54,3
coin-7523,https://catalog.princeton.edu/catalog/coin-7523,"Constans II (641 to 668), follis, Constantinople",3.62,7
coin-7524,https://catalog.princeton.edu/catalog/coin-7524,"diobol, Sicyon",3.4,5
coin-7525,https://catalog.princeton.edu/catalog/coin-7525,"diobol, Sicyon",2.89,3
coin-7526,https://catalog.princeton.edu/catalog/coin-7526,"diobol, Sicyon",3.0,12
coin-7527,https://catalog.princeton.edu/catalog/coin-7527,"diobol, Sicyon",2.17,12
coin-7528,https://catalog.princeton.edu/catalog/coin-7528,"Constans II (641 to 668), follis, Constantinople",1.93,
coin-7529,https://catalog.princeton.edu/catalog/coin-7529,"diobol, Sicyon",3.68,6
coin-753,https://catalog.princeton.edu/catalog/coin-753,"Anastasius I (491 to 518), 5 nummi, Antioch",1.05,5
coin-7530,https://catalog.princeton.edu/catalog/coin-7530,"diobol, Sicyon",1.4,9
coin-7531,https://catalog.princeton.edu/catalog/coin-7531,"diobol, Sicyon",2.38,5
coin-7532,https://catalog.princeton.edu/catalog/coin-7532,"Constans II (641 to 668), follis, Constantinople",3.99,6
coin-7533,https://catalog.princeton.edu/catalog/coin-7533,"diobol, Sicyon",1.41,2
coin-7534,https://catalog.princeton.edu/catalog/coin-7534,"diobol, Sicyon",2.45,12
coin-7535,https://catalog.princeton.edu/catalog/coin-7535,"diobol, Sicyon",2.12,10
coin-7536,https://catalog.princeton.edu/catalog/coin-7536,"diobol, Sicyon",2.07,3
coin-7537,https://catalog.princeton.edu/catalog/coin-7537,"Constans II (641 to 668), follis, Constantinople",4.28,3
coin-7538,https://catalog.princeton.edu/catalog/coin-7538,"Drachm, Sicyon",6.16,12
coin-7539,https://catalog.princeton.edu/catalog/coin-7539,"Constans II (641 to 668), follis, Constantinople",4.53,6
coin-754,https://catalog.princeton.edu/catalog/coin-754,"Anastasius I (491 to 518), 5 nummi, Antioch",,6
coin-7540,https://catalog.princeton.edu/catalog/coin-7540,"Constans II (641 to 668), follis, Constantinople",2.85,
coin-7541,https://catalog.princeton.edu/catalog/coin-7541,"Constans II (641 to 668), follis, Constantinople",5.11,7
coin-7542,https://catalog.princeton.edu/catalog/coin-7542,"diobol, Sicyon",4.64,12
coin-7543,https://catalog.princeton.edu/catalog/coin-7543,"Constans II (641 to 668), follis, Constantinople",3.97,7
coin-7544,https://catalog.princeton.edu/catalog/coin-7544,"diobol, Sicyon",2.57,7
coin-7545,https://catalog.princeton.edu/catalog/coin-7545,"diobol, Sicyon",4.08,9
coin-7546,https://catalog.princeton.edu/catalog/coin-7546,"Drachm, Sicyon",5.77,7
coin-7547,https://catalog.princeton.edu/catalog/coin-7547,"diobol, Sicyon",4.43,12
coin-7548,https://catalog.princeton.edu/catalog/coin-7548,"diobol, Sicyon",2.68,5
coin-7549,https://catalog.princeton.edu/catalog/coin-7549,"diobol, Sicyon",1.53,6
coin-755,https://catalog.princeton.edu/catalog/coin-755,"Anastasius I (491 to 518), 2 1/2 nummi, Antioch",0.75,
coin-7550,https://catalog.princeton.edu/catalog/coin-7550,"diobol, Sicyon",1.42,6
coin-7551,https://catalog.princeton.edu/catalog/coin-7551,"triobol, Sicyon",2.85,6
coin-7552,https://catalog.princeton.edu/catalog/coin-7552,"triobol, Sicyon",3.16,7
coin-7553,https://catalog.princeton.edu/catalog/coin-7553,"diobol, Sicyon",1.68,8
coin-7554,https://catalog.princeton.edu/catalog/coin-7554,"Licinius (308 to 324), follis, Aquileia",2.56,5
coin-7555,https://catalog.princeton.edu/catalog/coin-7555,"Licinius (308 to 324), follis, Siscia",3.24,1
coin-7556,https://catalog.princeton.edu/catalog/coin-7556,"Licinius (308 to 324), follis, Siscia",3.92,6
coin-7557,https://catalog.princeton.edu/catalog/coin-7557,"Licinius (308 to 324), follis, Antioch",2.8,6
coin-7558,https://catalog.princeton.edu/catalog/coin-7558,"Licinius (308 to 324), follis, Antioch",2.42,12
coin-756,https://catalog.princeton.edu/catalog/coin-756,"Alexander III the Great (-336 to -323), Tetradrachm, Amphipolis",,1
coin-7561,https://catalog.princeton.edu/catalog/coin-7561,"Achaean League (-280 to -146), diobol, Tegea",2.35,12
coin-7562,https://catalog.princeton.edu/catalog/coin-7562,"Constans II (641 to 668), follis, Constantinople",3.73,6
coin-7563,https://catalog.princeton.edu/catalog/coin-7563,"Constans II (641 to 668), follis, Constantinople",5.18,7
coin-7564,https://catalog.princeton.edu/catalog/coin-7564,"denarius, Rome",,9
coin-7565,https://catalog.princeton.edu/catalog/coin-7565,"denarius, Rome",3.96,2
coin-7566,https://catalog.princeton.edu/catalog/coin-7566,"Licinius (308 to 324), follis, Antioch",2.7,11
coin-7567,https://catalog.princeton.edu/catalog/coin-7567,"Licinius (308 to 324), follis, Heraclea",2.95,12
coin-7568,https://catalog.princeton.edu/catalog/coin-7568,"Licinius (308 to 324), follis, Alexandria",2.34,11
coin-7569,https://catalog.princeton.edu/catalog/coin-7569,"Marcian (450 to 457), solidus, Constantinople",4.38,5
coin-757,https://catalog.princeton.edu/catalog/coin-757,"Philip III Arrhidaeus (-323 to -317), Tetradrachm, Marathus",17.31,12
coin-7570,https://catalog.princeton.edu/catalog/coin-7570,"Marcian (450 to 457), solidus, Constantinople",4.43,6
coin-7571,https://catalog.princeton.edu/catalog/coin-7571,"Marcian (450 to 457), solidus, Constantinople",4.33,6
coin-7572,https://catalog.princeton.edu/catalog/coin-7572,"Marcian (450 to 457), aes IV, Constantinople",1.17,1
coin-7573,https://catalog.princeton.edu/catalog/coin-7573,"Achaean League (-280 to -146), diobol, Antigoneia",2.32,10
coin-7574,https://catalog.princeton.edu/catalog/coin-7574,"Achaean League (-280 to -146), diobol, Antigoneia",2.16,4
coin-7575,https://catalog.princeton.edu/catalog/coin-7575,"Constantine II, follis, Antioch",,6
coin-7576,https://catalog.princeton.edu/catalog/coin-7576,"Constantine II, follis, Antioch",1.23,6
coin-7577,https://catalog.princeton.edu/catalog/coin-7577,"Achaean League (-280 to -146), diobol, Dyme",2.29,9
coin-7578,https://catalog.princeton.edu/catalog/coin-7578,"Constantine II, follis, Antioch",2.42,6
coin-7579,https://catalog.princeton.edu/catalog/coin-7579,"Constantine II, follis, Antioch",2.2,0
coin-758,https://catalog.princeton.edu/catalog/coin-758,"Philip III Arrhidaeus (-323 to -317), Tetradrachm, Babylon",16.82,10
coin-7580,https://catalog.princeton.edu/catalog/coin-7580,"Constantine II, follis, Antioch",1.76,6
coin-7581,https://catalog.princeton.edu/catalog/coin-7581,"Constantine II, follis, Antioch",1.99,5
coin-7582,https://catalog.princeton.edu/catalog/coin-7582,"Constantine II, follis, Antioch",2.1,6
coin-7583,https://catalog.princeton.edu/catalog/coin-7583,"Licinius (308 to 324), follis, Alexandria",3.27,1
coin-7584,https://catalog.princeton.edu/catalog/coin-7584,"Licinius (308 to 324), follis, Antioch",4.11,11
coin-7586,https://catalog.princeton.edu/catalog/coin-7586,"Licinius (308 to 324), follis, Antioch",3.3,5
coin-7587,https://catalog.princeton.edu/catalog/coin-7587,"Licinius (308 to 324), follis, Antioch",2.99,12
coin-7588,https://catalog.princeton.edu/catalog/coin-7588,"Licinius (308 to 324), follis, Antioch",2.63,7
coin-7589,https://catalog.princeton.edu/catalog/coin-7589,"Licinius (308 to 324), follis, Antioch",2.51,11
coin-759,https://catalog.princeton.edu/catalog/coin-759,"Philip III Arrhidaeus (-323 to -317), Tetradrachm, Aradus",17.13,6
coin-7590,https://catalog.princeton.edu/catalog/coin-7590,"Licinius (308 to 324), follis, Trier",3.18,12
coin-7591,https://catalog.princeton.edu/catalog/coin-7591,"Licinius (308 to 324), follis, Nicomedia",2.33,6
coin-7592,https://catalog.princeton.edu/catalog/coin-7592,"Antiochus II Theos (-261 to -246), unit, Antiocheia ad Orontem",2.35,2
coin-7593,https://catalog.princeton.edu/catalog/coin-7593,"Marcian (450 to 457), aes IV, Antioch",1.03,6
coin-7594,https://catalog.princeton.edu/catalog/coin-7594,"Marcian (450 to 457), aes IV, Constantinople",0.82,6
coin-7595,https://catalog.princeton.edu/catalog/coin-7595,"Marcian (450 to 457), aes IV, Antioch",1.03,6
coin-7596,https://catalog.princeton.edu/catalog/coin-7596,"Marcian (450 to 457), aes IV, Antioch",0.58,6
coin-7597,https://catalog.princeton.edu/catalog/coin-7597,"Marcian (450 to 457), aes IV, Constantinople",1.01,7
coin-7598,https://catalog.princeton.edu/catalog/coin-7598,"Marcian (450 to 457), aes IV, Antioch",1.02,9
coin-7599,https://catalog.princeton.edu/catalog/coin-7599,"Marcian (450 to 457), aes IV, Antioch",0.86,11
coin-76,https://catalog.princeton.edu/catalog/coin-76,"Anastasius I (491 to 518), 20 nummi, Constantinople",4.33,7
coin-760,https://catalog.princeton.edu/catalog/coin-760,"Philip III Arrhidaeus (-323 to -317), Tetradrachm, Ecbatana",,3
coin-7600,https://catalog.princeton.edu/catalog/coin-7600,"Marcian (450 to 457), aes IV, Antioch",0.91,
coin-7601,https://catalog.princeton.edu/catalog/coin-7601,"Constantine II, follis, Antioch",2.396,11
coin-7602,https://catalog.princeton.edu/catalog/coin-7602,"Achaean League (-280 to -146), diobol, Lacedaemon",2.4,3
coin-7603,https://catalog.princeton.edu/catalog/coin-7603,"Constantine II, follis, Antioch",1.94,6
coin-7604,https://catalog.princeton.edu/catalog/coin-7604,"Constantine II, follis, Antioch",,6
coin-7605,https://catalog.princeton.edu/catalog/coin-7605,"Achaean League (-280 to -146), diobol, Pallantium",2.39,3
coin-7606,https://catalog.princeton.edu/catalog/coin-7606,"Constantine II, follis, Antioch",2.17,6
coin-7607,https://catalog.princeton.edu/catalog/coin-7607,"Constantine II, follis, Antioch",1.97,5
coin-7608,https://catalog.princeton.edu/catalog/coin-7608,"Achaean League (-280 to -146), diobol, Patras",2.26,9
coin-7609,https://catalog.princeton.edu/catalog/coin-7609,"Constantine II, follis, Antioch",2.38,6
coin-761,https://catalog.princeton.edu/catalog/coin-761,"Philip III Arrhidaeus (-323 to -317), Tetradrachm, Sidon",16.92,12
coin-7610,https://catalog.princeton.edu/catalog/coin-7610,"Constantine II, follis, Antioch",1.76,11
coin-7611,https://catalog.princeton.edu/catalog/coin-7611,"Constantine II, follis, Antioch",2.82,5
coin-7612,https://catalog.princeton.edu/catalog/coin-7612,"Constantine II, follis, Antioch",2.53,11
coin-7613,https://catalog.princeton.edu/catalog/coin-7613,"Achaean League (-280 to -146), diobol, Dyme",2.09,12
coin-7614,https://catalog.princeton.edu/catalog/coin-7614,"Constantine II, follis, Antioch",1.19,6
coin-7615,https://catalog.princeton.edu/catalog/coin-7615,"Constantine II, follis, Antioch",,6
coin-7616,https://catalog.princeton.edu/catalog/coin-7616,"Constantine II, follis, Antioch",2.48,5
coin-7617,https://catalog.princeton.edu/catalog/coin-7617,"Constantine II, follis, Antioch",1.7,1
coin-7618,https://catalog.princeton.edu/catalog/coin-7618,"Achaean League (-280 to -146), diobol, Dyme",2.32,2
coin-7619,https://catalog.princeton.edu/catalog/coin-7619,"Achaean League (-280 to -146), diobol, Ceryneia",2.52,3
coin-762,https://catalog.princeton.edu/catalog/coin-762,"Philip III Arrhidaeus (-323 to -317), Tetradrachm, Babylon",16.72,12
coin-7620,https://catalog.princeton.edu/catalog/coin-7620,"Constantine II, follis, Antioch",1.84,0
coin-7621,https://catalog.princeton.edu/catalog/coin-7621,"Constantine II, follis, Antioch",3.51,5
coin-7622,https://catalog.princeton.edu/catalog/coin-7622,"Achaean League (-280 to -146), diobol",2.15,9
coin-7623,https://catalog.princeton.edu/catalog/coin-7623,"Constantine II, follis, Antioch",1.39,6
coin-7624,https://catalog.princeton.edu/catalog/coin-7624,"Achaean League (-280 to -146), diobol, Pallantium",2.43,11
coin-7625,https://catalog.princeton.edu/catalog/coin-7625,"Constantine II, follis, Antioch",1.06,6
coin-7626,https://catalog.princeton.edu/catalog/coin-7626,"Achaean League (-280 to -146), diobol, Elis",2.26,7
coin-7627,https://catalog.princeton.edu/catalog/coin-7627,"Constantine II, follis, Antioch",1.47,6
coin-7628,https://catalog.princeton.edu/catalog/coin-7628,"Constantine II, follis, Antioch",1.17,6
coin-7629,https://catalog.princeton.edu/catalog/coin-7629,"Achaean League (-280 to -146), diobol, Elis",2.3,8
coin-763,https://catalog.princeton.edu/catalog/coin-763,"Philip III Arrhidaeus (-323 to -317), Tetradrachm",16.98,12
coin-7630,https://catalog.princeton.edu/catalog/coin-7630,"Achaean League (-280 to -146), diobol, Tegea",2.42,6
coin-7631,https://catalog.princeton.edu/catalog/coin-7631,"Constans II (641 to 668), follis, Constantinople",3.8,7
coin-7632,https://catalog.princeton.edu/catalog/coin-7632,"Constans II (641 to 668), follis, Constantinople",2.88,5
coin-7633,https://catalog.princeton.edu/catalog/coin-7633,"Constans II (641 to 668), follis, Constantinople",2.66,12
coin-7634,https://catalog.princeton.edu/catalog/coin-7634,"Licinius (308 to 324), follis, Nicomedia",2.95,12
coin-7635,https://catalog.princeton.edu/catalog/coin-7635,"Licinius (308 to 324), follis, Nicomedia",3.78,12
coin-7636,https://catalog.princeton.edu/catalog/coin-7636,"Licinius (308 to 324), follis, Nicomedia",2.13,12
coin-7637,https://catalog.princeton.edu/catalog/coin-7637,"Seleucus III (-226 to -223), unit, Antiocheia ad Orontem",4.39,1
coin-7638,https://catalog.princeton.edu/catalog/coin-7638,"Seleucus III (-226 to -223), unit, Antiocheia ad Orontem",4.43,1
coin-7639,https://catalog.princeton.edu/catalog/coin-7639,"Licinius (308 to 324), follis, Alexandria",3.04,12
coin-764,https://catalog.princeton.edu/catalog/coin-764,"Alexander III the Great (-336 to -323), Drachm, Side?",4.16,3
coin-7640,https://catalog.princeton.edu/catalog/coin-7640,"Seleucus III (-226 to -223), unit, Antiocheia ad Orontem",3.38,9
coin-7641,https://catalog.princeton.edu/catalog/coin-7641,"Seleucus III (-226 to -223), unit, Antiocheia ad Orontem",,
coin-7642,https://catalog.princeton.edu/catalog/coin-7642,"Seleucus III (-226 to -223), unit, Antiocheia ad Orontem",4.02,2
coin-7643,https://catalog.princeton.edu/catalog/coin-7643,"Seleucus III (-226 to -223), unit, Antiocheia ad Orontem",4.34,1
coin-7644,https://catalog.princeton.edu/catalog/coin-7644,"Seleucus III (-226 to -223), unit, Antiocheia ad Orontem",3.57,12
coin-7645,https://catalog.princeton.edu/catalog/coin-7645,"Seleucus II (-246 to -226), unit, Magnesia ad Maeandrum",3.25,2
coin-7646,https://catalog.princeton.edu/catalog/coin-7646,"Seleucus III (-226 to -223), unit, Antiocheia ad Orontem",4.96,12
coin-7647,https://catalog.princeton.edu/catalog/coin-7647,"Seleucus III (-226 to -223), unit, Antiocheia ad Orontem",3.23,2
coin-7648,https://catalog.princeton.edu/catalog/coin-7648,"Seleucus III (-226 to -223), unit, Antiocheia ad Orontem",3.16,7
coin-7649,https://catalog.princeton.edu/catalog/coin-7649,"Licinius (308 to 324), follis, Antioch",1.97,11
coin-765,https://catalog.princeton.edu/catalog/coin-765,"Alexander III the Great (-336 to -323), Drachm, Abydus",3.88,11
coin-7650,https://catalog.princeton.edu/catalog/coin-7650,"Marcian (450 to 457), aes IV, Antioch",0.8,
coin-7651,https://catalog.princeton.edu/catalog/coin-7651,"Marcian (450 to 457), aes IV, Antioch",1.4,11
coin-7652,https://catalog.princeton.edu/catalog/coin-7652,"Marcian (450 to 457), aes IV, Antioch",0.75,
coin-7653,https://catalog.princeton.edu/catalog/coin-7653,"Marcian (450 to 457), aes IV, Antioch",1.29,9
coin-7654,https://catalog.princeton.edu/catalog/coin-7654,"Marcian (450 to 457), aes IV, Antioch",0.7,
coin-7655,https://catalog.princeton.edu/catalog/coin-7655,"Marcian (450 to 457), aes IV, Constantinople",1.17,
coin-7656,https://catalog.princeton.edu/catalog/coin-7656,"Achaean League (-280 to -146), tetrobol, Lacedaemon",2.38,9
coin-7657,https://catalog.princeton.edu/catalog/coin-7657,"Constantine II, follis, Antioch",2.657,11
coin-7658,https://catalog.princeton.edu/catalog/coin-7658,"Achaean League (-280 to -146), diobol, Pallantium",2.33,6
coin-7659,https://catalog.princeton.edu/catalog/coin-7659,"Achaean League (-280 to -146), tetrobol, Antigoneia",2.25,3
coin-766,https://catalog.princeton.edu/catalog/coin-766,"Alexander III the Great (-336 to -323), Drachm, Lampsacus",3.87,2
coin-7660,https://catalog.princeton.edu/catalog/coin-7660,"Achaean League (-280 to -146), tetrobol, Megalopolis",2.42,6
coin-7661,https://catalog.princeton.edu/catalog/coin-7661,"Constantine II, follis",2.55,6
coin-7662,https://catalog.princeton.edu/catalog/coin-7662,"Achaean League (-280 to -146), unit, Tegea",6.28,9
coin-7663,https://catalog.princeton.edu/catalog/coin-7663,"Achaean League (-280 to -146), unit, Tegea",,9
coin-7664,https://catalog.princeton.edu/catalog/coin-7664,"Achaean League (-280 to -146), unit, Sicyon",5.66,3
coin-7665,https://catalog.princeton.edu/catalog/coin-7665,"Achaean League (-280 to -146), unit, Phlius",4.81,1
coin-7666,https://catalog.princeton.edu/catalog/coin-7666,"Achaean League (-280 to -146), unit, Pheneus",3.32,7
